genre,mfcc,stft,chromagram,mel,contrast,tonnetz,emotion
0,-7.803571,0.61170405,0.48818162,2.449761,22.708253999633826,0.0032210771586965296,0
0,-7.207944,0.5167189,0.43294215,2.0486186,24.38857159734824,-0.014371349339659306,0
0,-7.77536,0.409836,0.4581169,1.3485298,23.101287730426304,0.006983386817571669,0
0,-7.151902,0.56066126,0.5127111,2.0019712,23.20143124089605,0.006422869712908054,0
0,-5.376564,0.48400372,0.3708799,2.956914,24.9268447478274,0.0008370545209371883,0
0,-7.0662627,0.43672368,0.43863198,1.8792441,23.0306157568053,-0.003238947040473766,0
0,-7.544343,0.42227605,0.44006547,1.7681546,22.479892954633762,0.007370990837688444,0
0,-7.602694,0.35005614,0.46489552,1.2400811,22.078562421382717,0.018246279157674558,0
0,-6.6578245,0.48855627,0.42051747,1.6816481,24.748393736983843,0.019070008620323296,0
0,-7.9851522,0.3911497,0.4772955,1.7493424,22.63826194484909,0.0028995570909168635,0
0,-7.4024534,0.37637836,0.47400498,1.232735,22.060114920257018,-0.005748690169296356,0
0,-7.2892466,0.428974,0.39411083,1.528762,24.689102519241853,-0.0006789114320788214,0
0,-6.3152347,0.51396966,0.4073213,1.9446859,24.29986834158594,-0.0004977827122562274,0
0,-6.7592,0.37295926,0.40295663,1.2497336,24.026925149375813,0.0019046668003223476,0
0,-8.738252,0.16676722,0.40543732,0.22469237,24.605466538188136,0.0016885301281388792,0
0,-6.589372,0.45453277,0.43310294,1.693741,23.438264262084243,-0.016191695577401518,0
0,-6.962349,0.46111822,0.3866999,1.4389929,24.198288285877464,0.010464560972079241,0
0,-6.837016,0.45233506,0.43803716,0.9717938,23.684488166680193,0.0030708782826605273,0
0,-7.115996,0.46139553,0.5040648,1.6279039,21.953790632425896,0.0026836244259036495,0
0,-6.8306274,0.5023953,0.4627243,1.904517,23.176451303707267,0.0005838612177563856,0
0,-6.9306703,0.53568214,0.48254463,1.8929577,22.798266768185815,0.0021362290181999367,0
0,-7.0272117,0.3738381,0.4569595,1.2414991,23.051064684345857,0.0185122779428917,0
0,-7.041912,0.43223938,0.47217914,1.0628837,22.959211392930097,-0.01605076646629208,0
0,-6.767701,0.4796431,0.44688115,1.9756238,22.79333749074147,0.006706862028078783,0
0,-6.568396,0.36849782,0.41604042,1.3148613,24.188912724388583,-0.00945265156022144,0
0,-7.0671616,0.54218304,0.4222666,1.8060498,23.44245947899609,-0.014665309917947027,0
